id,energy_consumption,energy_effective,energy_waste
0,3564590.0,1776310.0,1788280.0
1,3564590.0,1776310.0,1788280.0
2,3564590.0,1776310.0,1788280.0
3,3564590.0,1776310.0,1788280.0
4,3564590.0,1776310.0,1788280.0
5,3564590.0,1768710.0,1795880.0
6,3564590.0,1608160.0,1956430.0
7,3564590.0,1422530.0,2142060.0
8,3564590.0,1180090.0,2384500.0
9,3564590.0,879320.0,2685270.0
10,3564590.0,848730.0,2715860.0
11,3564590.0,835810.0,2728780.0
12,3564590.0,832770.0,2731820.0
13,3564590.0,852340.0,2712250.0
14,3564590.0,820230.0,2744360.0
15,3564590.0,687420.0,2877170.0
16,3512100.0,509010.0,3003090.0
17,3512100.0,455240.0,3056860.0
18,3512100.0,406790.0,3105310.0
19,2877514.0,309700.0,2567814.0
20,2877514.0,289180.0,2588334.0
21,3477529.0,319010.0,3158519.0
22,3477529.0,335730.0,3141799.0
23,2872989.0,273220.0,2599769.0
24,2846382.0,251940.0,2594442.0
25,2701763.0,163020.0,2538743.0
26,2524202.0,102980.0,2421222.0
27,2355510.0,101840.0,2253670.0
28,2355510.0,101840.0,2253670.0
29,2355510.0,101840.0,2253670.0
30,2065910.0,36670.0,2029240.0
31,2065910.0,24130.0,2041780.0
