job_id,subtime,start_time,finish_time,waiting_time
169,16052,16507.0,16550.0,455.0
173,16443,16550.0,16625.0,107.0
172,16387,16550.0,16657.0,163.0
174,16586,16657.0,16736.0,71.0
175,16632,16655.0,16771.0,23.0
176,16655,16736.0,16819.0,81.0
177,16758,16771.0,16841.0,13.0
179,16830,16841.0,16897.0,11.0
178,16811,16819.0,16920.0,8.0
180,17303,17303.0,17343.0,0.0
181,17343,17343.0,17438.0,0.0
182,17438,17438.0,17466.0,0.0
184,17556,17620.0,17678.0,64.0
187,17831,17831.0,17905.0,0.0
183,17545,18020.0,18121.0,475.0
189,18027,18027.0,18146.0,0.0
185,17620,18121.0,18212.0,501.0
186,17781,18212.0,18333.0,431.0
190,18073,18333.0,18349.0,260.0
191,18330,18349.0,18371.0,19.0
188,17900,18332.0,18398.0,432.0
192,18334,18371.0,18473.0,37.0
193,18428,18428.0,18502.0,0.0
194,18522,18522.0,18585.0,0.0
195,18547,18547.0,18599.0,0.0
196,18578,18585.0,18666.0,7.0
197,18581,18599.0,18674.0,18.0
199,18617,18674.0,18740.0,57.0
198,18598,18666.0,18746.0,68.0
200,18653,18740.0,18845.0,87.0
