job_id,type,nodes,start_time,subtime,actual_finish_time,req_finish_time,terminated,finish_time
158,execution_finished,"[0, 1, 2, 3, 4, 5, 6, 7, 8]",15023.0,14829,15093.0,15093.0,False,15093.0
159,execution_finished,"[0, 1, 2, 3, 4, 5, 6]",15093.0,14896,15163.0,15163.0,False,15163.0
160,execution_finished,"[0, 1, 2, 3, 4, 5, 6, 7, 8]",15163.0,14999,15200.0,15200.0,False,15200.0
161,execution_finished,"[0, 1, 2, 3, 4, 5, 6, 7, 8]",15200.0,15155,15237.0,15237.0,False,15237.0
162,execution_finished,"[0, 1, 2, 3, 4, 5, 6, 7, 8]",15237.0,15168,15300.0,15300.0,False,15300.0
163,execution_finished,"[0, 1, 2, 3, 4, 5, 6, 7]",15300.0,15257,15422.0,15422.0,False,15422.0
164,execution_finished,"[0, 1, 2, 3, 4, 5, 6, 7]",15422.0,15324,15504.0,15504.0,False,15504.0
165,execution_finished,"[0, 1, 2, 3, 4, 5, 6, 7, 8]",15504.0,15360,15510.0,15510.0,False,15510.0
166,execution_finished,"[0, 1, 2, 3, 4, 5]",15510.0,15505,15618.0,15618.0,False,15618.0
167,execution_finished,"[0, 1, 2, 3, 4, 5, 6, 7]",15767.0,15767,15832.0,15832.0,False,15832.0
168,execution_finished,"[0, 1, 2, 3, 4, 5]",16052.0,16052,16122.0,16122.0,False,16122.0
170,execution_finished,"[0, 1, 2, 3, 4, 5, 6, 7]",16345.0,16189,16389.0,16389.0,False,16389.0
171,execution_finished,"[0, 1, 2, 3, 4, 5, 6]",16389.0,16345,16493.0,16493.0,False,16493.0
169,execution_finished,"[8, 9, 10, 11, 12, 13, 14, 15, 16]",16507.0,16052,16550.0,16550.0,False,16550.0
173,execution_finished,"[10, 11, 12, 13, 14, 15, 16]",16550.0,16443,16625.0,16625.0,False,16625.0
172,execution_finished,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",16550.0,16387,16657.0,16657.0,False,16657.0
174,execution_finished,"[0, 1, 2, 3, 4, 5, 6, 7]",16657.0,16586,16736.0,16736.0,False,16736.0
175,execution_finished,"[10, 11, 12, 13, 14, 15, 16]",16655.0,16632,16771.0,16771.0,False,16771.0
176,execution_finished,"[0, 1, 2, 3, 4, 5]",16736.0,16655,16819.0,16819.0,False,16819.0
177,execution_finished,"[6, 7, 8, 9, 10, 11, 12, 13]",16771.0,16758,16841.0,16841.0,False,16841.0
179,execution_finished,"[6, 7, 8, 9, 10, 11, 12, 13, 15]",16841.0,16830,16897.0,16897.0,False,16897.0
178,execution_finished,"[0, 1, 2, 3, 4, 5, 14]",16819.0,16811,16920.0,16920.0,False,16920.0
180,execution_finished,"[0, 1, 2, 3, 4]",17303.0,17303,17343.0,17343.0,False,17343.0
181,execution_finished,"[0, 1, 2, 3, 4, 5, 6, 7]",17343.0,17343,17438.0,17438.0,False,17438.0
182,execution_finished,"[0, 1, 2, 3, 4, 5, 6]",17438.0,17438,17466.0,17466.0,False,17466.0
184,execution_finished,"[0, 1, 2, 3, 4, 5]",17620.0,17556,17678.0,17678.0,False,17678.0
187,execution_finished,"[0, 1, 2, 3, 4, 5, 6]",17831.0,17831,17905.0,17905.0,False,17905.0
183,execution_finished,"[7, 8, 9, 10, 11, 12, 13, 14, 15]",18020.0,17545,18121.0,18121.0,False,18121.0
189,execution_finished,"[0, 1, 2, 3, 4, 5]",18027.0,18027,18146.0,18146.0,False,18146.0
185,execution_finished,"[6, 7, 8, 9, 10, 11, 12, 13, 14, 15]",18121.0,17620,18212.0,18212.0,False,18212.0
186,execution_finished,"[0, 1, 2, 3, 4, 5, 6, 7, 8]",18212.0,17781,18333.0,18333.0,False,18333.0
190,execution_finished,"[0, 1, 2, 3, 4, 5, 6]",18333.0,18073,18349.0,18349.0,False,18349.0
191,execution_finished,"[0, 1, 2, 3, 4, 5, 6]",18349.0,18330,18371.0,18371.0,False,18371.0
188,execution_finished,"[9, 10, 11, 12, 13, 14, 15, 16, 17, 18]",18332.0,17900,18398.0,18398.0,False,18398.0
192,execution_finished,"[0, 1, 2, 3, 4, 5, 6, 7]",18371.0,18334,18473.0,18473.0,False,18473.0
193,execution_finished,"[8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",18428.0,18428,18502.0,18502.0,False,18502.0
194,execution_finished,"[0, 1, 2, 3, 4, 5, 6, 7]",18522.0,18522,18585.0,18585.0,False,18585.0
195,execution_finished,"[8, 9, 10, 11, 12, 13, 14]",18547.0,18547,18599.0,18599.0,False,18599.0
196,execution_finished,"[0, 1, 2, 3, 4, 5, 6]",18585.0,18578,18666.0,18666.0,False,18666.0
197,execution_finished,"[7, 8, 9, 10, 11, 12, 13, 14]",18599.0,18581,18674.0,18674.0,False,18674.0
199,execution_finished,"[7, 8, 9, 10, 11, 12, 13, 14]",18674.0,18617,18740.0,18740.0,False,18740.0
198,execution_finished,"[0, 1, 2, 3, 4, 5, 6, 15]",18666.0,18598,18746.0,18746.0,False,18746.0
200,execution_finished,"[7, 8, 9, 10, 11, 12, 13, 14]",18740.0,18653,18845.0,18845.0,False,18845.0
