job_id,subtime,start_time,finish_time,waiting_time
170,16189,16285.0,16329.0,96.0
171,16345,16345.0,16449.0,0.0
173,16443,16449.0,16524.0,6.0
172,16387,16563.0,16670.0,176.0
174,16586,16706.0,16785.0,120.0
175,16632,16670.0,16786.0,38.0
177,16758,16785.0,16855.0,27.0
176,16655,16826.0,16909.0,171.0
178,16811,16811.0,16912.0,0.0
179,16830,16975.0,17031.0,145.0
180,17303,17303.0,17343.0,0.0
182,17438,17571.0,17599.0,133.0
181,17343,17558.0,17653.0,215.0
184,17556,17599.0,17657.0,43.0
183,17545,17691.0,17792.0,146.0
185,17620,17773.0,17864.0,153.0
186,17781,17792.0,17913.0,11.0
188,17900,17900.0,17966.0,0.0
187,17831,17951.0,18025.0,120.0
190,18073,18073.0,18089.0,0.0
189,18027,18027.0,18146.0,0.0
191,18330,18330.0,18352.0,0.0
192,18334,18454.0,18556.0,120.0
194,18522,18556.0,18619.0,34.0
193,18428,18574.0,18648.0,146.0
195,18547,18619.0,18671.0,72.0
196,18578,18648.0,18729.0,70.0
197,18581,18768.0,18843.0,187.0
198,18598,18791.0,18871.0,193.0
199,18617,18849.0,18915.0,232.0
200,18653,18911.0,19016.0,258.0
