id,energy_consumption,energy_effective,energy_waste
0,3606580.0,1842430.0,1764150.0
1,3606580.0,1842430.0,1764150.0
2,3606580.0,1842430.0,1764150.0
3,3606580.0,1842430.0,1764150.0
4,3606580.0,1842430.0,1764150.0
5,3606580.0,1834830.0,1771750.0
6,3606580.0,1693850.0,1912730.0
7,3606580.0,1478960.0,2127620.0
8,3606580.0,1222270.0,2384310.0
9,3432096.0,973180.0,2458916.0
10,3432096.0,923970.0,2508126.0
11,3375805.0,920740.0,2455065.0
12,3375805.0,890530.0,2485275.0
13,3304129.0,851580.0,2452549.0
14,3289106.0,780140.0,2508966.0
15,3329650.0,644480.0,2685170.0
16,2912264.0,472340.0,2439924.0
17,2512254.0,384180.0,2128074.0
18,2105004.0,288040.0,1816964.0
19,2010703.0,280630.0,1730073.0
20,1796942.0,229520.0,1567422.0
21,1696306.0,220400.0,1475906.0
22,1660468.0,198930.0,1461538.0
23,1615037.0,198170.0,1416867.0
24,1363628.0,186960.0,1176668.0
25,1022805.0,116470.0,906335.0
26,740083.0,70680.0,669403.0
27,740083.0,70680.0,669403.0
28,740083.0,70680.0,669403.0
29,740083.0,70680.0,669403.0
30,740083.0,70680.0,669403.0
31,530123.0,44080.0,486043.0
