id,state_history
0,"[{'state': 'active', 'dvfs_mode': 'base', 'start_time': 0, 'finish_time': 0}, {'state': 'active', 'start_time': 0, 'finish_time': 60, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 60, 'finish_time': 166.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 166.0, 'finish_time': 249.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 249, 'finish_time': 350.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 350, 'finish_time': 350, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 350, 'finish_time': 450.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 450.0, 'finish_time': 450.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 450.0, 'finish_time': 589.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 589.0, 'finish_time': 589.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 589.0, 'finish_time': 634.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 634.0, 'finish_time': 683.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 683.0, 'finish_time': 812.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 812.0, 'finish_time': 812.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 812.0, 'finish_time': 905.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 905.0, 'finish_time': 905.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 905.0, 'finish_time': 971.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 971.0, 'finish_time': 971.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 971.0, 'finish_time': 1080.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 1080.0, 'finish_time': 1080.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 1080.0, 'finish_time': 1188.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 1188.0, 'finish_time': 1188.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 1188.0, 'finish_time': 1262.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 1262.0, 'finish_time': 1262.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 1262.0, 'finish_time': 1349.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 1349.0, 'finish_time': 1349.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 1349.0, 'finish_time': 1411.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 1411.0, 'finish_time': 1598.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 1598, 'finish_time': 1704.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 1704.0, 'finish_time': 1704.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 1704.0, 'finish_time': 1765.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 1765.0, 'finish_time': 1778.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 1778, 'finish_time': 1935.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 1935.0, 'finish_time': 1935.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 1935.0, 'finish_time': 2020.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 2020.0, 'finish_time': 2020.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 2020.0, 'finish_time': 2150.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 2150.0, 'finish_time': 2150.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 2150.0, 'finish_time': 2209.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 2209.0, 'finish_time': 2209.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 2209.0, 'finish_time': 2304.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 2304.0, 'finish_time': 2304.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 2304.0, 'finish_time': 2429.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 2429.0, 'finish_time': 2429.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 2429.0, 'finish_time': 2539.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 2539.0, 'finish_time': 2539.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 2539.0, 'finish_time': 2610.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 2610.0, 'finish_time': 2610.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 2610.0, 'finish_time': 2699.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 2699.0, 'finish_time': 2699.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 2699.0, 'finish_time': 2743.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 2743.0, 'finish_time': 2743.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 2743.0, 'finish_time': 2799.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 2799.0, 'finish_time': 2869.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 2869, 'finish_time': 2946.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 2946.0, 'finish_time': 3026.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 3026, 'finish_time': 3102.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 3102.0, 'finish_time': 3176.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 3176, 'finish_time': 3230.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 3230.0, 'finish_time': 3305.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 3305, 'finish_time': 3346.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 3346.0, 'finish_time': 3646.0, 'dvfs_mode': 'base'}, {'state': 'switching_off', 'start_time': 3646.0, 'finish_time': 3766.0, 'dvfs_mode': 'base'}, {'state': 'sleeping', 'start_time': 3766.0, 'finish_time': 18653.0}]"
1,"[{'state': 'active', 'dvfs_mode': 'base', 'start_time': 0, 'finish_time': 0}, {'state': 'active', 'start_time': 0, 'finish_time': 60, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 60, 'finish_time': 166.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 166.0, 'finish_time': 249.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 249, 'finish_time': 350.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 350, 'finish_time': 350, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 350, 'finish_time': 450.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 450.0, 'finish_time': 450.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 450.0, 'finish_time': 589.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 589.0, 'finish_time': 589.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 589.0, 'finish_time': 634.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 634.0, 'finish_time': 683.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 683.0, 'finish_time': 812.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 812.0, 'finish_time': 812.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 812.0, 'finish_time': 905.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 905.0, 'finish_time': 905.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 905.0, 'finish_time': 971.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 971.0, 'finish_time': 971.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 971.0, 'finish_time': 1080.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 1080.0, 'finish_time': 1080.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 1080.0, 'finish_time': 1188.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 1188.0, 'finish_time': 1188.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 1188.0, 'finish_time': 1262.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 1262.0, 'finish_time': 1262.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 1262.0, 'finish_time': 1349.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 1349.0, 'finish_time': 1349.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 1349.0, 'finish_time': 1411.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 1411.0, 'finish_time': 1598.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 1598, 'finish_time': 1704.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 1704.0, 'finish_time': 1704.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 1704.0, 'finish_time': 1765.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 1765.0, 'finish_time': 1778.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 1778, 'finish_time': 1935.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 1935.0, 'finish_time': 1935.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 1935.0, 'finish_time': 2020.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 2020.0, 'finish_time': 2020.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 2020.0, 'finish_time': 2150.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 2150.0, 'finish_time': 2150.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 2150.0, 'finish_time': 2209.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 2209.0, 'finish_time': 2209.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 2209.0, 'finish_time': 2304.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 2304.0, 'finish_time': 2304.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 2304.0, 'finish_time': 2429.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 2429.0, 'finish_time': 2429.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 2429.0, 'finish_time': 2539.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 2539.0, 'finish_time': 2539.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 2539.0, 'finish_time': 2610.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 2610.0, 'finish_time': 2610.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 2610.0, 'finish_time': 2699.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 2699.0, 'finish_time': 2699.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 2699.0, 'finish_time': 2743.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 2743.0, 'finish_time': 2743.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 2743.0, 'finish_time': 2799.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 2799.0, 'finish_time': 2869.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 2869, 'finish_time': 2946.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 2946.0, 'finish_time': 3026.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 3026, 'finish_time': 3102.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 3102.0, 'finish_time': 3176.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 3176, 'finish_time': 3230.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 3230.0, 'finish_time': 3305.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 3305, 'finish_time': 3346.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 3346.0, 'finish_time': 3646.0, 'dvfs_mode': 'base'}, {'state': 'switching_off', 'start_time': 3646.0, 'finish_time': 3766.0, 'dvfs_mode': 'base'}, {'state': 'sleeping', 'start_time': 3766.0, 'finish_time': 18653.0}]"
2,"[{'state': 'active', 'dvfs_mode': 'base', 'start_time': 0, 'finish_time': 0}, {'state': 'active', 'start_time': 0, 'finish_time': 60, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 60, 'finish_time': 166.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 166.0, 'finish_time': 249.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 249, 'finish_time': 350.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 350, 'finish_time': 350, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 350, 'finish_time': 450.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 450.0, 'finish_time': 450.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 450.0, 'finish_time': 589.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 589.0, 'finish_time': 589.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 589.0, 'finish_time': 634.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 634.0, 'finish_time': 683.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 683.0, 'finish_time': 812.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 812.0, 'finish_time': 812.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 812.0, 'finish_time': 905.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 905.0, 'finish_time': 905.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 905.0, 'finish_time': 971.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 971.0, 'finish_time': 971.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 971.0, 'finish_time': 1080.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 1080.0, 'finish_time': 1080.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 1080.0, 'finish_time': 1188.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 1188.0, 'finish_time': 1188.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 1188.0, 'finish_time': 1262.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 1262.0, 'finish_time': 1262.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 1262.0, 'finish_time': 1349.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 1349.0, 'finish_time': 1349.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 1349.0, 'finish_time': 1411.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 1411.0, 'finish_time': 1598.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 1598, 'finish_time': 1704.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 1704.0, 'finish_time': 1704.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 1704.0, 'finish_time': 1765.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 1765.0, 'finish_time': 1778.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 1778, 'finish_time': 1935.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 1935.0, 'finish_time': 1935.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 1935.0, 'finish_time': 2020.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 2020.0, 'finish_time': 2020.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 2020.0, 'finish_time': 2150.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 2150.0, 'finish_time': 2150.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 2150.0, 'finish_time': 2209.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 2209.0, 'finish_time': 2209.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 2209.0, 'finish_time': 2304.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 2304.0, 'finish_time': 2304.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 2304.0, 'finish_time': 2429.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 2429.0, 'finish_time': 2429.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 2429.0, 'finish_time': 2539.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 2539.0, 'finish_time': 2539.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 2539.0, 'finish_time': 2610.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 2610.0, 'finish_time': 2610.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 2610.0, 'finish_time': 2699.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 2699.0, 'finish_time': 2699.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 2699.0, 'finish_time': 2743.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 2743.0, 'finish_time': 2743.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 2743.0, 'finish_time': 2799.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 2799.0, 'finish_time': 2869.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 2869, 'finish_time': 2946.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 2946.0, 'finish_time': 3026.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 3026, 'finish_time': 3102.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 3102.0, 'finish_time': 3176.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 3176, 'finish_time': 3230.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 3230.0, 'finish_time': 3305.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 3305, 'finish_time': 3346.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 3346.0, 'finish_time': 3646.0, 'dvfs_mode': 'base'}, {'state': 'switching_off', 'start_time': 3646.0, 'finish_time': 3766.0, 'dvfs_mode': 'base'}, {'state': 'sleeping', 'start_time': 3766.0, 'finish_time': 18653.0}]"
3,"[{'state': 'active', 'dvfs_mode': 'base', 'start_time': 0, 'finish_time': 0}, {'state': 'active', 'start_time': 0, 'finish_time': 60, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 60, 'finish_time': 166.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 166.0, 'finish_time': 249.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 249, 'finish_time': 350.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 350, 'finish_time': 350, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 350, 'finish_time': 450.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 450.0, 'finish_time': 450.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 450.0, 'finish_time': 589.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 589.0, 'finish_time': 589.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 589.0, 'finish_time': 634.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 634.0, 'finish_time': 683.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 683.0, 'finish_time': 812.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 812.0, 'finish_time': 812.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 812.0, 'finish_time': 905.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 905.0, 'finish_time': 905.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 905.0, 'finish_time': 971.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 971.0, 'finish_time': 971.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 971.0, 'finish_time': 1080.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 1080.0, 'finish_time': 1080.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 1080.0, 'finish_time': 1188.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 1188.0, 'finish_time': 1188.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 1188.0, 'finish_time': 1262.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 1262.0, 'finish_time': 1262.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 1262.0, 'finish_time': 1349.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 1349.0, 'finish_time': 1349.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 1349.0, 'finish_time': 1411.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 1411.0, 'finish_time': 1598.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 1598, 'finish_time': 1704.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 1704.0, 'finish_time': 1704.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 1704.0, 'finish_time': 1765.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 1765.0, 'finish_time': 1778.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 1778, 'finish_time': 1935.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 1935.0, 'finish_time': 1935.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 1935.0, 'finish_time': 2020.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 2020.0, 'finish_time': 2020.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 2020.0, 'finish_time': 2150.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 2150.0, 'finish_time': 2150.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 2150.0, 'finish_time': 2209.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 2209.0, 'finish_time': 2209.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 2209.0, 'finish_time': 2304.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 2304.0, 'finish_time': 2304.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 2304.0, 'finish_time': 2429.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 2429.0, 'finish_time': 2429.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 2429.0, 'finish_time': 2539.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 2539.0, 'finish_time': 2539.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 2539.0, 'finish_time': 2610.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 2610.0, 'finish_time': 2610.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 2610.0, 'finish_time': 2699.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 2699.0, 'finish_time': 2699.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 2699.0, 'finish_time': 2743.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 2743.0, 'finish_time': 2743.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 2743.0, 'finish_time': 2799.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 2799.0, 'finish_time': 2869.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 2869, 'finish_time': 2946.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 2946.0, 'finish_time': 3026.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 3026, 'finish_time': 3102.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 3102.0, 'finish_time': 3176.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 3176, 'finish_time': 3230.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 3230.0, 'finish_time': 3305.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 3305, 'finish_time': 3346.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 3346.0, 'finish_time': 3646.0, 'dvfs_mode': 'base'}, {'state': 'switching_off', 'start_time': 3646.0, 'finish_time': 3766.0, 'dvfs_mode': 'base'}, {'state': 'sleeping', 'start_time': 3766.0, 'finish_time': 18653.0}]"
