id,energy_consumption,energy_effective,energy_waste
0,3619500.0,2572220.0,1047280.0
1,3619500.0,2572220.0,1047280.0
2,3619500.0,2572220.0,1047280.0
3,3619500.0,2572220.0,1047280.0
4,3619500.0,2572220.0,1047280.0
5,3619500.0,2548280.0,1071220.0
6,3619500.0,2307360.0,1312140.0
7,3619500.0,1761680.0,1857820.0
8,3619500.0,1113210.0,2506290.0
9,3501669.0,550430.0,2951239.0
10,2045162.0,381710.0,1663452.0
11,2045162.0,368790.0,1676372.0
12,2045162.0,368790.0,1676372.0
13,2045162.0,353210.0,1691952.0
14,1284238.0,260490.0,1023748.0
15,1166588.0,229710.0,936878.0
16,852372.0,167390.0,684982.0
17,852372.0,128440.0,723932.0
18,852372.0,116660.0,735712.0
19,852372.0,116660.0,735712.0
20,852372.0,96140.0,756232.0
21,852372.0,96140.0,756232.0
22,854544.0,92150.0,762394.0
23,854544.0,92150.0,762394.0
24,854544.0,100700.0,753844.0
25,854544.0,76190.0,778354.0
26,854544.0,41040.0,813504.0
27,854544.0,41040.0,813504.0
28,854544.0,41040.0,813504.0
29,854544.0,41040.0,813504.0
30,598610.0,24130.0,574480.0
31,598610.0,24130.0,574480.0
