job_id,subtime,start_time,finish_time,waiting_time
157,14578,15005.0,15023.0,427.0
158,14829,15023.0,15093.0,194.0
159,14896,15093.0,15163.0,197.0
160,14999,15163.0,15200.0,164.0
161,15155,15200.0,15237.0,45.0
162,15168,15237.0,15300.0,69.0
163,15257,15300.0,15422.0,43.0
164,15324,15422.0,15504.0,98.0
165,15360,15504.0,15510.0,144.0
166,15505,15510.0,15618.0,5.0
167,15767,15767.0,15832.0,0.0
168,16052,16052.0,16122.0,0.0
169,16052,16507.0,16550.0,455.0
170,16189,16550.0,16594.0,361.0
171,16345,16594.0,16698.0,249.0
172,16387,16818.0,16925.0,431.0
173,16443,16925.0,17000.0,482.0
174,16586,17000.0,17079.0,414.0
175,16632,17079.0,17195.0,447.0
176,16655,17195.0,17278.0,540.0
177,16758,17278.0,17348.0,520.0
178,16811,17348.0,17449.0,537.0
180,17303,17449.0,17489.0,146.0
179,16830,17468.0,17524.0,638.0
182,17438,17524.0,17552.0,86.0
181,17343,17524.0,17619.0,181.0
184,17556,17619.0,17677.0,63.0
183,17545,17619.0,17720.0,74.0
185,17620,17720.0,17811.0,100.0
186,17781,17811.0,17932.0,30.0
187,17831,17932.0,18006.0,101.0
188,17900,18006.0,18072.0,106.0
189,18027,18072.0,18191.0,45.0
190,18073,18191.0,18207.0,118.0
191,18330,18330.0,18352.0,0.0
192,18334,18352.0,18454.0,18.0
194,18522,18547.0,18610.0,25.0
195,18547,18610.0,18662.0,63.0
196,18578,18662.0,18743.0,84.0
193,18428,18863.0,18937.0,435.0
197,18581,18937.0,19012.0,356.0
198,18598,19012.0,19092.0,414.0
199,18617,19092.0,19158.0,475.0
200,18653,19158.0,19263.0,505.0
