dvfs_mode,state,submission_time,start_time,finish_time,nodes,job_id,terminated
base,sleeping,,16252.0,16387.0,6 8,-4.0,
base,switching_on,,16387.0,16507.0,6 7 8,-3.0,
base,active,16052.0,16507.0,16550.0,0 1 2 3 4 5 6 7 8,169.0,False
base,active,16189.0,16550.0,16594.0,0 1 2 3 4 5 6 7,170.0,False
base,active,,16550.0,16818.0,8,-1.0,
base,active,16345.0,16594.0,16698.0,0 1 2 3 4 5 6,171.0,False
base,active,,16594.0,16818.0,7,-1.0,
base,active,,16698.0,16818.0,0 1 2 3 4 5 6,-1.0,
base,switching_on,,16698.0,16818.0,9,-3.0,
base,active,16387.0,16818.0,16925.0,0 1 2 3 4 5 6 7 8 9,172.0,False
base,active,16443.0,16925.0,17000.0,0 1 2 3 4 5 6,173.0,False
base,active,,16925.0,17000.0,7,-1.0,
base,active,,16925.0,17225.0,8 9,-1.0,
base,active,16586.0,17000.0,17079.0,0 1 2 3 4 5 6 7,174.0,False
base,active,16632.0,17079.0,17195.0,0 1 2 3 4 5 6,175.0,False
base,active,,17079.0,17278.0,7,-1.0,
base,active,16655.0,17195.0,17278.0,0 1 2 3 4 5,176.0,False
base,active,,17195.0,17278.0,6,-1.0,
base,switching_off,,17225.0,17345.0,8 9,-2.0,
base,active,16758.0,17278.0,17348.0,0 1 2 3 4 5 6 7,177.0,False
base,sleeping,,17345.0,17348.0,8 9,-4.0,
base,active,16811.0,17348.0,17449.0,0 1 2 3 4 5 6,178.0,False
base,active,,17348.0,17468.0,7,-1.0,
base,switching_on,,17348.0,17468.0,8 9 10 11 12 13 14 15,-3.0,
base,active,17303.0,17449.0,17489.0,0 1 2 3 4,180.0,False
base,active,,17449.0,17524.0,5 6,-1.0,
base,active,16830.0,17468.0,17524.0,7 8 9 10 11 12 13 14 15,179.0,False
base,active,,17489.0,17524.0,0 1 2 3 4,-1.0,
base,active,17438.0,17524.0,17552.0,8 9 10 11 12 13 14,182.0,False
base,active,17343.0,17524.0,17619.0,0 1 2 3 4 5 6 7,181.0,False
base,active,,17524.0,17824.0,15,-1.0,
base,active,,17552.0,17619.0,8 9 10 11 12 13 14,-1.0,
base,active,17556.0,17619.0,17677.0,9 10 11 12 13 14,184.0,False
base,active,17545.0,17619.0,17720.0,0 1 2 3 4 5 6 7 8,183.0,False
base,active,,17677.0,17720.0,9,-1.0,
base,active,,17677.0,17977.0,10 11 12 13 14,-1.0,
base,active,17620.0,17720.0,17811.0,0 1 2 3 4 5 6 7 8 9,185.0,False
base,active,17781.0,17811.0,17932.0,0 1 2 3 4 5 6 7 8,186.0,False
base,active,,17811.0,18006.0,9,-1.0,
base,switching_off,,17824.0,17944.0,15,-2.0,
base,active,17831.0,17932.0,18006.0,0 1 2 3 4 5 6,187.0,False
base,active,,17932.0,18006.0,7 8,-1.0,
base,sleeping,,17944.0,19263.0,15,-4.0,
base,switching_off,,17977.0,18097.0,10 11 12 13 14,-2.0,
base,active,17900.0,18006.0,18072.0,0 1 2 3 4 5 6 7 8 9,188.0,False
base,active,18027.0,18072.0,18191.0,0 1 2 3 4 5,189.0,False
base,active,,18072.0,18191.0,6,-1.0,
base,active,,18072.0,18352.0,7,-1.0,
base,active,,18072.0,18372.0,8 9,-1.0,
base,sleeping,,18097.0,19263.0,10 11 12 13 14,-4.0,
base,active,18073.0,18191.0,18207.0,0 1 2 3 4 5 6,190.0,False
base,active,,18207.0,18330.0,0 1 2 3 4 5 6,-1.0,
base,active,18330.0,18330.0,18352.0,0 1 2 3 4 5 6,191.0,False
base,active,18334.0,18352.0,18454.0,0 1 2 3 4 5 6 7,192.0,False
base,switching_off,,18372.0,18492.0,8 9,-2.0,
base,active,,18454.0,18547.0,0 1 2 3 4 5 6 7,-1.0,
base,sleeping,,18492.0,18743.0,8 9,-4.0,
base,active,18522.0,18547.0,18610.0,0 1 2 3 4 5 6 7,194.0,False
base,active,18547.0,18610.0,18662.0,0 1 2 3 4 5 6,195.0,False
base,active,,18610.0,18863.0,7,-1.0,
base,active,18578.0,18662.0,18743.0,0 1 2 3 4 5 6,196.0,False
base,active,,18743.0,18863.0,0 1 2 3 4 5 6,-1.0,
base,switching_on,,18743.0,18863.0,8 9,-3.0,
base,active,18428.0,18863.0,18937.0,0 1 2 3 4 5 6 7 8 9,193.0,False
base,active,18581.0,18937.0,19012.0,0 1 2 3 4 5 6 7,197.0,False
base,active,,18937.0,19237.0,8 9,-1.0,
base,active,18598.0,19012.0,19092.0,0 1 2 3 4 5 6 7,198.0,False
base,active,18617.0,19092.0,19158.0,0 1 2 3 4 5 6 7,199.0,False
base,active,18653.0,19158.0,19263.0,0 1 2 3 4 5 6 7,200.0,False
base,switching_off,,19237.0,19263.0,8 9,-2.0,
