job_id,type,nodes,start_time,subtime,actual_finish_time,req_finish_time,terminated,finish_time
45,execution_finished,"[8, 9, 10, 11, 12, 13, 14, 15]",4059.0,3867,4204.0,4204.0,False,4204.0
46,execution_finished,"[8, 9, 10, 11, 12, 13, 14, 15]",4204.0,3906,4296.0,4296.0,False,4296.0
47,execution_finished,"[8, 9, 10, 11, 12, 13, 14]",4296.0,3922,4374.0,4374.0,False,4374.0
48,execution_finished,"[8, 9, 10, 11, 12, 13, 14, 15]",4374.0,4038,4419.0,4419.0,False,4419.0
49,execution_finished,"[8, 9, 10, 11, 12, 13, 14, 15]",4419.0,4103,4490.0,4490.0,False,4490.0
51,execution_finished,"[8, 9, 10, 11, 12, 13, 14]",4490.0,4363,4586.0,4586.0,False,4586.0
50,execution_finished,"[8, 9, 10, 11, 12, 13, 14, 15, 0]",4706.0,4198,4825.0,4825.0,False,4825.0
52,execution_finished,"[0, 8, 9, 10, 11, 12, 13]",4825.0,4466,4984.0,4984.0,False,4984.0
53,execution_finished,"[0, 8, 9, 10, 11, 12, 13, 14]",4984.0,4586,5046.0,5046.0,False,5046.0
54,execution_finished,"[0, 8, 9, 10, 11, 12, 13]",5046.0,4586,5094.0,5094.0,False,5094.0
55,execution_finished,"[0, 8, 9, 10, 11, 12, 13, 14, 15]",5094.0,4741,5121.0,5121.0,False,5121.0
56,execution_finished,"[0, 8, 9, 10, 11, 12]",5121.0,4913,5201.0,5201.0,False,5201.0
57,execution_finished,"[0, 8, 9, 10, 11, 12, 13, 14]",5201.0,4978,5272.0,5272.0,False,5272.0
58,execution_finished,"[0, 8, 9, 10, 11, 12, 13, 14, 15]",5272.0,5007,5344.0,5344.0,False,5344.0
59,execution_finished,"[0, 8, 9, 10, 11, 12, 13, 14, 15]",5344.0,5111,5409.0,5409.0,False,5409.0
60,execution_finished,"[0, 8, 9, 10, 11, 12, 13, 14]",5409.0,5243,5482.0,5482.0,False,5482.0
61,execution_finished,"[0, 8, 9, 10, 11, 12, 13]",5629.0,5629,5671.0,5671.0,False,5671.0
62,execution_finished,"[0, 8, 9, 10, 11, 12, 13]",5671.0,5642,5707.0,5707.0,False,5707.0
63,execution_finished,"[0, 8, 9, 10, 11, 12, 13]",5709.0,5709,5781.0,5781.0,False,5781.0
66,execution_finished,"[0, 8, 9, 10, 11]",6036.0,6036,6101.0,6101.0,False,6101.0
64,execution_finished,"[0, 8, 9, 10, 11, 1, 2, 3, 4, 5]",6321.0,5901,6377.0,6377.0,False,6377.0
65,execution_finished,"[0, 1, 2, 3, 4, 5, 8, 9, 10]",6377.0,6007,6473.0,6473.0,False,6473.0
67,execution_finished,"[0, 1, 2, 3, 4, 5, 8, 9, 10, 11]",6473.0,6039,6521.0,6521.0,False,6521.0
68,execution_finished,"[0, 1, 2, 3, 4, 5, 8, 9, 10]",6521.0,6051,6637.0,6637.0,False,6637.0
69,execution_finished,"[0, 1, 2, 3, 4, 5, 8, 9]",6637.0,6114,6726.0,6726.0,False,6726.0
70,execution_finished,"[0, 1, 2, 3, 4, 5, 8]",6726.0,6120,6783.0,6783.0,False,6783.0
71,execution_finished,"[0, 1, 2, 3, 4, 5, 8, 9]",6783.0,6200,6865.0,6865.0,False,6865.0
72,execution_finished,"[0, 1, 2, 3, 4, 5, 8]",6865.0,6205,7005.0,7005.0,False,7005.0
73,execution_finished,"[9, 10, 6, 7, 12, 13, 14]",6985.0,6211,7113.0,7113.0,False,7113.0
74,execution_finished,"[15, 16, 17, 18, 19, 20, 21, 22, 23]",6985.0,6384,7122.0,7122.0,False,7122.0
75,execution_finished,"[0, 1, 2, 3, 4, 5, 6, 7, 8]",7113.0,6771,7191.0,7191.0,False,7191.0
76,execution_finished,"[9, 10, 12, 13, 14, 15, 16, 17]",7122.0,6792,7229.0,7229.0,False,7229.0
77,execution_finished,"[0, 1, 2, 3, 4, 5, 6, 7, 8]",7191.0,6836,7247.0,7247.0,False,7247.0
78,execution_finished,"[9, 10, 12, 13, 14, 15, 16, 17]",7229.0,6853,7269.0,7269.0,False,7269.0
79,execution_finished,"[0, 1, 2, 3, 4, 5, 6, 7, 8]",7247.0,6878,7315.0,7315.0,False,7315.0
80,execution_finished,"[9, 10, 12, 13, 14, 15, 16, 17, 18]",7269.0,7096,7324.0,7324.0,False,7324.0
81,execution_finished,"[0, 1, 2, 3, 4, 5, 6, 7, 8]",7315.0,7163,7381.0,7381.0,False,7381.0
82,execution_finished,"[9, 10, 12, 13, 14, 15]",7324.0,7298,7456.0,7456.0,False,7456.0
83,execution_finished,"[0, 1, 2, 3, 4, 5, 6, 7, 8]",7526.0,7526,7638.0,7638.0,False,7638.0
84,execution_finished,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",7638.0,7535,7773.0,7773.0,False,7773.0
85,execution_finished,"[0, 1, 2, 3, 4, 5]",7773.0,7581,7883.0,7883.0,False,7883.0
86,execution_finished,"[0, 1, 2, 3, 4, 5, 6, 7]",7883.0,7625,7934.0,7934.0,False,7934.0
87,execution_finished,"[0, 1, 2, 3, 4, 5, 6, 7, 8]",8014.0,8014,8141.0,8141.0,False,8141.0
88,execution_finished,"[0, 1, 2, 3, 4, 5, 6, 7]",8159.0,8159,8177.0,8177.0,False,8177.0
89,execution_finished,"[0, 1, 2, 3, 4, 5]",8234.0,8234,8312.0,8312.0,False,8312.0
90,execution_finished,"[0, 1, 2, 3, 4, 5, 6]",8376.0,8376,8528.0,8528.0,False,8528.0
93,execution_finished,"[0, 1, 2, 3, 4, 5]",8572.0,8572,8665.0,8665.0,False,8665.0
94,execution_finished,"[0, 1, 2, 3, 4, 5, 6]",8665.0,8648,8747.0,8747.0,False,8747.0
91,execution_finished,"[0, 1, 2, 3, 4, 5, 6, 7]",8867.0,8428,8906.0,8906.0,False,8906.0
92,execution_finished,"[8, 9, 10, 11, 12, 13, 14, 15, 16]",8948.0,8467,9020.0,9020.0,False,9020.0
95,execution_finished,"[0, 1, 2, 3, 4, 5, 6, 7]",8906.0,8711,9028.0,9028.0,False,9028.0
97,execution_finished,"[0, 1, 2, 3, 4, 5, 6]",9028.0,8913,9085.0,9085.0,False,9085.0
96,execution_finished,"[8, 9, 10, 11, 12, 13, 14, 15, 16]",9020.0,8834,9117.0,9117.0,False,9117.0
98,execution_finished,"[0, 1, 2, 3, 4, 5, 6, 7]",9085.0,8998,9154.0,9154.0,False,9154.0
99,execution_finished,"[8, 9, 10, 11, 12, 13, 14]",9117.0,9024,9167.0,9167.0,False,9167.0
101,execution_finished,"[8, 9, 10, 11, 12, 13, 14, 15]",9192.0,9192,9244.0,9244.0,False,9244.0
100,execution_finished,"[0, 1, 2, 3, 4, 5, 6, 7]",9154.0,9091,9267.0,9267.0,False,9267.0
102,execution_finished,"[0, 1, 2, 3, 4, 5, 6, 7, 8]",9274.0,9274,9345.0,9345.0,False,9345.0
103,execution_finished,"[9, 10, 11, 12, 13, 14, 15]",9309.0,9309,9406.0,9406.0,False,9406.0
104,execution_finished,"[0, 1, 2, 3, 4, 5, 6]",9565.0,9565,9636.0,9636.0,False,9636.0
105,execution_finished,"[0, 1, 2, 3, 4, 5, 6, 7]",10392.0,9932,10446.0,10446.0,False,10446.0
108,execution_finished,"[0, 1, 2, 3, 4, 5, 6, 7]",10446.0,10072,10507.0,10507.0,False,10507.0
107,execution_finished,"[17, 18, 19, 20, 21, 22, 23, 24, 25]",10512.0,10060,10575.0,10575.0,False,10575.0
106,execution_finished,"[8, 9, 10, 11, 12, 13, 14, 15, 16]",10512.0,10023,10593.0,10593.0,False,10593.0
111,execution_finished,"[8, 9, 10, 11, 12, 13, 14, 15, 16]",10593.0,10272,10657.0,10657.0,False,10657.0
110,execution_finished,"[17, 18, 19, 20, 21, 22]",10575.0,10215,10687.0,10687.0,False,10687.0
109,execution_finished,"[0, 1, 2, 3, 4, 5, 6, 7, 26, 27]",10627.0,10134,10706.0,10706.0,False,10706.0
112,execution_finished,"[8, 9, 10, 11, 12, 13, 14, 15]",10657.0,10420,10706.0,10706.0,False,10706.0
113,execution_finished,"[16, 17, 18, 19, 20, 21, 22, 23, 24]",10687.0,10520,10739.0,10739.0,False,10739.0
114,execution_finished,"[0, 1, 2, 3, 4, 5, 6, 7]",10706.0,10679,10752.0,10752.0,False,10752.0
115,execution_finished,"[8, 9, 10, 11, 12, 13, 14]",10737.0,10737,10811.0,10811.0,False,10811.0
116,execution_finished,"[0, 1, 2, 3, 4, 5, 6, 7, 8]",10819.0,10819,10925.0,10925.0,False,10925.0
117,execution_finished,"[0, 1, 2, 3, 4, 5, 6, 7]",11016.0,11016,11069.0,11069.0,False,11069.0
118,execution_finished,"[0, 1, 2, 3, 4, 5]",11141.0,11141,11183.0,11183.0,False,11183.0
119,execution_finished,"[0, 1, 2, 3, 4, 5, 6]",11207.0,11207,11300.0,11300.0,False,11300.0
120,execution_finished,"[0, 1, 2, 3, 4, 5, 6]",11334.0,11334,11393.0,11393.0,False,11393.0
121,execution_finished,"[0, 1, 2, 3, 4, 5, 6]",11393.0,11341,11477.0,11477.0,False,11477.0
122,execution_finished,"[0, 1, 2, 3, 4, 5, 6, 7, 8]",11848.0,11417,11865.0,11865.0,False,11865.0
124,execution_finished,"[0, 1, 2, 3, 4, 5, 6, 7]",11865.0,11728,11954.0,11954.0,False,11954.0
123,execution_finished,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",12074.0,11639,12176.0,12176.0,False,12176.0
125,execution_finished,"[0, 1, 2, 3, 4, 5, 6, 7, 8]",12176.0,11858,12244.0,12244.0,False,12244.0
126,execution_finished,"[0, 1, 2, 3, 4, 5, 6]",12244.0,11862,12318.0,12318.0,False,12318.0
127,execution_finished,"[0, 1, 2, 3, 4, 5, 6]",12318.0,11905,12415.0,12415.0,False,12415.0
128,execution_finished,"[0, 1, 2, 3, 4, 5, 6]",12415.0,12029,12549.0,12549.0,False,12549.0
130,execution_finished,"[13, 14, 15, 16, 17, 18, 19, 20]",12535.0,12086,12576.0,12576.0,False,12576.0
129,execution_finished,"[7, 8, 9, 10, 11, 12]",12535.0,12072,12624.0,12624.0,False,12624.0
131,execution_finished,"[0, 1, 2, 3, 4, 5, 6, 13]",12576.0,12146,12703.0,12703.0,False,12703.0
132,execution_finished,"[7, 8, 9, 10, 11, 12, 14, 15]",12624.0,12181,12726.0,12726.0,False,12726.0
133,execution_finished,"[0, 1, 2, 3, 4, 5, 6, 13]",12703.0,12349,12761.0,12761.0,False,12761.0
135,execution_finished,"[0, 1, 2, 3, 4, 5, 6, 13, 16]",12761.0,12566,12810.0,12810.0,False,12810.0
134,execution_finished,"[7, 8, 9, 10, 11, 12, 14, 15]",12726.0,12371,12850.0,12850.0,False,12850.0
136,execution_finished,"[0, 1, 2, 3, 4, 5, 6, 13, 16]",12810.0,12656,12900.0,12900.0,False,12900.0
138,execution_finished,"[0, 1, 2, 3, 4, 5, 6, 13, 14]",12900.0,12799,12957.0,12957.0,False,12957.0
137,execution_finished,"[7, 8, 9, 10, 11, 12]",12850.0,12704,12968.0,12968.0,False,12968.0
139,execution_finished,"[0, 1, 2, 3, 4, 5, 6, 13, 14, 15]",12957.0,12888,13001.0,13001.0,False,13001.0
140,execution_finished,"[7, 8, 9, 10, 11, 12]",12977.0,12977,13059.0,13059.0,False,13059.0
141,execution_finished,"[0, 1, 2, 3, 4, 5, 6, 7, 8]",13201.0,13201,13290.0,13290.0,False,13290.0
142,execution_finished,"[0, 1, 2, 3, 4, 5, 6, 7, 8]",13509.0,13509,13625.0,13625.0,False,13625.0
143,execution_finished,"[0, 1, 2, 3, 4, 5, 6, 7]",13636.0,13636,13704.0,13704.0,False,13704.0
144,execution_finished,"[0, 1, 2, 3, 4, 5, 6, 7]",13704.0,13674,13787.0,13787.0,False,13787.0
145,execution_finished,"[0, 1, 2, 3, 4, 5, 6, 7]",13787.0,13762,13847.0,13847.0,False,13847.0
146,execution_finished,"[0, 1, 2, 3, 4, 5, 6, 7, 8]",13847.0,13841,13879.0,13879.0,False,13879.0
147,execution_finished,"[0, 1, 2, 3, 4, 5, 6, 7]",13889.0,13889,13962.0,13962.0,False,13962.0
148,execution_finished,"[0, 1, 2, 3, 4, 5, 6]",14025.0,14025,14060.0,14060.0,False,14060.0
149,execution_finished,"[0, 1, 2, 3, 4, 5, 6]",14062.0,14062,14181.0,14181.0,False,14181.0
150,execution_finished,"[0, 1, 2, 3, 4, 5, 6, 7]",14181.0,14130,14271.0,14271.0,False,14271.0
151,execution_finished,"[0, 1, 2, 3, 4, 5, 6]",14271.0,14206,14347.0,14347.0,False,14347.0
152,execution_finished,"[0, 1, 2, 3, 4]",14347.0,14255,14433.0,14433.0,False,14433.0
153,execution_finished,"[0, 1, 2, 3, 4, 5, 6]",14433.0,14279,14503.0,14503.0,False,14503.0
155,execution_finished,"[0, 1, 2, 3, 4, 5, 6]",14503.0,14326,14638.0,14638.0,False,14638.0
154,execution_finished,"[0, 1, 2, 3, 4, 5, 6, 8, 9, 10]",14758.0,14314,14844.0,14844.0,False,14844.0
156,execution_finished,"[0, 1, 2, 3, 4, 5]",14844.0,14368,15005.0,15005.0,False,15005.0
157,execution_finished,"[0, 1, 2, 3, 4, 5, 6, 8, 9]",15005.0,14578,15023.0,15023.0,False,15023.0
158,execution_finished,"[0, 1, 2, 3, 4, 5, 6, 8, 9]",15023.0,14829,15093.0,15093.0,False,15093.0
159,execution_finished,"[0, 1, 2, 3, 4, 5, 6]",15093.0,14896,15163.0,15163.0,False,15163.0
160,execution_finished,"[0, 1, 2, 3, 4, 5, 6, 8, 9]",15163.0,14999,15200.0,15200.0,False,15200.0
161,execution_finished,"[0, 1, 2, 3, 4, 5, 6, 8, 9]",15200.0,15155,15237.0,15237.0,False,15237.0
162,execution_finished,"[0, 1, 2, 3, 4, 5, 6, 8, 9]",15237.0,15168,15300.0,15300.0,False,15300.0
163,execution_finished,"[0, 1, 2, 3, 4, 5, 6, 8]",15300.0,15257,15422.0,15422.0,False,15422.0
164,execution_finished,"[0, 1, 2, 3, 4, 5, 6, 8]",15422.0,15324,15504.0,15504.0,False,15504.0
165,execution_finished,"[0, 1, 2, 3, 4, 5, 6, 8, 9]",15504.0,15360,15510.0,15510.0,False,15510.0
166,execution_finished,"[0, 1, 2, 3, 4, 5]",15510.0,15505,15618.0,15618.0,False,15618.0
167,execution_finished,"[0, 1, 2, 3, 4, 5, 6, 8]",15767.0,15767,15832.0,15832.0,False,15832.0
168,execution_finished,"[0, 1, 2, 3, 4, 5]",16052.0,16052,16122.0,16122.0,False,16122.0
169,execution_finished,"[0, 1, 2, 3, 4, 5, 6, 7, 8]",16507.0,16052,16550.0,16550.0,False,16550.0
170,execution_finished,"[0, 1, 2, 3, 4, 5, 6, 7]",16550.0,16189,16594.0,16594.0,False,16594.0
171,execution_finished,"[0, 1, 2, 3, 4, 5, 6]",16594.0,16345,16698.0,16698.0,False,16698.0
172,execution_finished,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",16818.0,16387,16925.0,16925.0,False,16925.0
173,execution_finished,"[0, 1, 2, 3, 4, 5, 6]",16925.0,16443,17000.0,17000.0,False,17000.0
174,execution_finished,"[0, 1, 2, 3, 4, 5, 6, 7]",17000.0,16586,17079.0,17079.0,False,17079.0
175,execution_finished,"[0, 1, 2, 3, 4, 5, 6]",17079.0,16632,17195.0,17195.0,False,17195.0
176,execution_finished,"[0, 1, 2, 3, 4, 5]",17195.0,16655,17278.0,17278.0,False,17278.0
177,execution_finished,"[0, 1, 2, 3, 4, 5, 6, 7]",17278.0,16758,17348.0,17348.0,False,17348.0
178,execution_finished,"[0, 1, 2, 3, 4, 5, 6]",17348.0,16811,17449.0,17449.0,False,17449.0
180,execution_finished,"[0, 1, 2, 3, 4]",17449.0,17303,17489.0,17489.0,False,17489.0
179,execution_finished,"[7, 8, 9, 10, 11, 12, 13, 14, 15]",17468.0,16830,17524.0,17524.0,False,17524.0
182,execution_finished,"[8, 9, 10, 11, 12, 13, 14]",17524.0,17438,17552.0,17552.0,False,17552.0
181,execution_finished,"[0, 1, 2, 3, 4, 5, 6, 7]",17524.0,17343,17619.0,17619.0,False,17619.0
184,execution_finished,"[9, 10, 11, 12, 13, 14]",17619.0,17556,17677.0,17677.0,False,17677.0
183,execution_finished,"[0, 1, 2, 3, 4, 5, 6, 7, 8]",17619.0,17545,17720.0,17720.0,False,17720.0
185,execution_finished,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",17720.0,17620,17811.0,17811.0,False,17811.0
186,execution_finished,"[0, 1, 2, 3, 4, 5, 6, 7, 8]",17811.0,17781,17932.0,17932.0,False,17932.0
187,execution_finished,"[0, 1, 2, 3, 4, 5, 6]",17932.0,17831,18006.0,18006.0,False,18006.0
188,execution_finished,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",18006.0,17900,18072.0,18072.0,False,18072.0
189,execution_finished,"[0, 1, 2, 3, 4, 5]",18072.0,18027,18191.0,18191.0,False,18191.0
190,execution_finished,"[0, 1, 2, 3, 4, 5, 6]",18191.0,18073,18207.0,18207.0,False,18207.0
191,execution_finished,"[0, 1, 2, 3, 4, 5, 6]",18330.0,18330,18352.0,18352.0,False,18352.0
192,execution_finished,"[0, 1, 2, 3, 4, 5, 6, 7]",18352.0,18334,18454.0,18454.0,False,18454.0
194,execution_finished,"[0, 1, 2, 3, 4, 5, 6, 7]",18547.0,18522,18610.0,18610.0,False,18610.0
195,execution_finished,"[0, 1, 2, 3, 4, 5, 6]",18610.0,18547,18662.0,18662.0,False,18662.0
196,execution_finished,"[0, 1, 2, 3, 4, 5, 6]",18662.0,18578,18743.0,18743.0,False,18743.0
193,execution_finished,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",18863.0,18428,18937.0,18937.0,False,18937.0
197,execution_finished,"[0, 1, 2, 3, 4, 5, 6, 7]",18937.0,18581,19012.0,19012.0,False,19012.0
198,execution_finished,"[0, 1, 2, 3, 4, 5, 6, 7]",19012.0,18598,19092.0,19092.0,False,19092.0
199,execution_finished,"[0, 1, 2, 3, 4, 5, 6, 7]",19092.0,18617,19158.0,19158.0,False,19158.0
200,execution_finished,"[0, 1, 2, 3, 4, 5, 6, 7]",19158.0,18653,19263.0,19263.0,False,19263.0
