job_id,subtime,start_time,finish_time,waiting_time
156,14368,14438.0,14599.0,70.0
158,14829,14829.0,14899.0,0.0
159,14896,14899.0,14969.0,3.0
160,14999,14999.0,15036.0,0.0
161,15155,15155.0,15192.0,0.0
162,15168,15192.0,15255.0,24.0
163,15257,15257.0,15379.0,0.0
164,15324,15379.0,15461.0,55.0
165,15360,15461.0,15467.0,101.0
166,15505,15505.0,15613.0,0.0
167,15767,15767.0,15832.0,0.0
168,16052,16052.0,16122.0,0.0
169,16052,16122.0,16165.0,70.0
170,16189,16189.0,16233.0,0.0
171,16345,16345.0,16449.0,0.0
173,16443,16586.0,16661.0,143.0
174,16586,16661.0,16740.0,75.0
172,16387,16860.0,16967.0,473.0
175,16632,16967.0,17083.0,335.0
176,16655,17083.0,17166.0,428.0
177,16758,17166.0,17236.0,408.0
178,16811,17236.0,17337.0,425.0
179,16830,17337.0,17393.0,507.0
180,17303,17393.0,17433.0,90.0
181,17343,17433.0,17528.0,90.0
182,17438,17528.0,17556.0,90.0
183,17545,17556.0,17657.0,11.0
184,17556,17657.0,17715.0,101.0
185,17620,17715.0,17806.0,95.0
186,17781,17806.0,17927.0,25.0
187,17831,17927.0,18001.0,96.0
188,17900,18001.0,18067.0,101.0
189,18027,18067.0,18186.0,40.0
190,18073,18186.0,18202.0,113.0
191,18330,18330.0,18352.0,0.0
192,18334,18352.0,18454.0,18.0
193,18428,18454.0,18528.0,26.0
194,18522,18528.0,18591.0,6.0
195,18547,18591.0,18643.0,44.0
196,18578,18643.0,18724.0,65.0
197,18581,18724.0,18799.0,143.0
198,18598,18799.0,18879.0,201.0
199,18617,18879.0,18945.0,262.0
200,18653,18945.0,19050.0,292.0
