id,energy_consumption,energy_effective,energy_waste
0,3619500.0,2335670.0,1283830.0
1,3619500.0,2335670.0,1283830.0
2,3619500.0,2335670.0,1283830.0
3,3619500.0,2335670.0,1283830.0
4,3619500.0,2335670.0,1283830.0
5,3619500.0,2315720.0,1303780.0
6,3619500.0,2132940.0,1486560.0
7,3619500.0,1668200.0,1951300.0
8,3597780.0,1167170.0,2430610.0
9,2916496.0,721050.0,2195446.0
10,2420918.0,627380.0,1793538.0
11,2223990.0,614460.0,1609530.0
12,2223990.0,598120.0,1625870.0
13,2223447.0,569240.0,1654207.0
14,2230868.0,540930.0,1689938.0
15,2062176.0,446120.0,1616056.0
16,1290211.0,249280.0,1040931.0
17,1139257.0,155990.0,983267.0
18,1130569.0,135090.0,995479.0
19,935813.0,124450.0,811363.0
20,935813.0,103930.0,831883.0
21,743772.0,96140.0,647632.0
22,753184.0,92150.0,661034.0
23,701780.0,75240.0,626540.0
24,701780.0,83790.0,617990.0
25,701780.0,59280.0,642500.0
26,490010.0,24130.0,465880.0
27,490010.0,24130.0,465880.0
28,490010.0,24130.0,465880.0
29,490010.0,24130.0,465880.0
30,490010.0,24130.0,465880.0
31,490010.0,24130.0,465880.0
